1,1,2,5,4,4,4,4,5,5,4,4,4,3,2,2,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,69,49,45,528,521,503
2,1,1,4,4,4,5,4,4,4,3,4,4,3,3,5,3,3,3,3,3,4,4,3,4,3,4,2,2,3,2,2,3,3,3,3,3,3,3,3,4,3,4,5,5,73,97,85,535,623,568
3,1,1,4,4,4,4,4,3,3,3,5,3,1,3,2,1,2,2,1,2,3,3,2,4,2,3,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,3,999,999,35,999,999,485
4,1,1,4,3,3,4,3,4,5,4,4,4,4,3,2,3,3,5,4,3,4,4,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,5,5,5,94,100,100,642,748,721
5,1,1,4,4,4,4,4,4,4,4,4,5,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,4,4,4,3,2,3,3,3,2,3,2,2,2,4,4,3,65,46,40,520,517,495
6,1,2,5,3,4,5,5,5,5,3,5,5,1,1,2,1,1,5,5,1,5,5,3,4,2,4,4,4,4,4,4,3,3,3,3,4,1,1,2,1,1,5,4,1,77,82,50,552,571,511
7,1,2,5,3,4,5,4,5,5,3,2,1,3,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,4,2,1,3,2,2,3,3,4,4,4,5,3,5,86,70,95,586,551,601
8,1,1,5,4,4,4,4,5,5,4,4,4,3,4,4,3,3,4,4,2,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,5,5,5,86,88,95,586,585,601
9,1,2,2,3,3,2,4,2,1,1,1,2,4,2,4,3,3,3,3,1,2,3,3,3,2,3,2,2,3,3,3,1,2,2,2,2,2,1,2,2,2,4,3,3,66,82,45,520,571,503
10,1,1,4,4,4,5,4,4,4,5,4,4,2,2,4,3,2,4,4,5,4,4,3,3,3,3,3,4,3,4,3,3,3,3,2,3,3,3,3,4,3,4,3,4,63,34,55,514,495,519
11,1,1,3,3,2,2,2,3,5,4,4,3,2,2,2,2,2,3,2,2,3,3,3,3,2,4,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,1,1,1,33,31,5,441,488,425
12,1,2,5,4,4,4,4,4,4,4,3,3,4,5,2,3,4,4,3,2,2,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,4,3,51,28,20,489,479,425
13,1,2,5,5,5,5,4,5,4,5,5,5,5,5,1,5,5,3,4,5,4,4,4,3,3,4,4,4,4,4,4,1,1,1,1,2,1,2,3,1,1,5,1,2,62,43,25,514,512,447
14,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,64,82,60,514,571,526
15,1,1,4,3,3,4,3,3,4,3,3,3,1,1,1,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,4,4,47,34,25,482,495,447
16,1,2,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,2,2,2,3,2,4,4,4,70,88,55,535,585,519
17,1,2,4,4,4,4,3,5,4,4,4,3,3,3,2,3,3,5,4,3,3,4,3,3,2,3,3,3,3,3,4,3,3,3,4,3,2,2,3,3,2,4,4,4,85,79,60,586,566,526
18,1,2,4,4,4,3,3,5,5,5,3,3,1,1,1,3,3,4,4,3,3,2,3,4,4,4,3,3,3,3,3,3,3,4,3,3,2,2,3,1,1,5,5,4,77,94,60,552,605,526
19,1,2,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,77,85,75,552,578,549
20,1,2,4,4,4,3,4,5,5,5,4,5,3,3,4,3,3,4,4,3,3,4,4,3,3,4,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,5,5,5,77,91,90,552,593,580
21,1,1,4,4,4,4,4,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,68,34,40,528,495,495
22,1,1,4,4,4,4,3,3,2,2,1,1,2,2,2,2,1,2,2,1,1,4,2,2,3,3,3,2,2,2,2,2,2,3,3,2,3,3,3,3,2,2,3,4,56,82,35,501,571,485
23,1,1,4,3,4,4,4,5,5,5,5,5,4,3,2,3,2,4,3,3,3,3,4,4,4,4,3,4,3,3,3,2,2,2,3,2,3,3,2,3,3,3,4,5,63,64,80,514,542,558
24,1,2,4,3,4,4,4,4,4,5,4,4,4,3,3,4,2,4,4,4,4,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,5,4,94,97,80,642,623,558
25,1,2,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
26,1,2,2,2,2,3,3,5,5,5,5,5,3,3,3,3,3,3,2,2,3,3,3,2,1,3,2,2,3,3,2,1,2,2,2,1,1,1,3,3,1,4,2,3,77,46,45,552,517,503
27,1,2,4,4,4,4,3,4,2,4,3,2,3,2,2,3,3,2,3,2,2,3,3,4,4,4,4,4,4,3,4,3,2,4,3,3,4,3,4,4,4,5,5,5,73,94,95,543,605,601
28,1,1,4,4,3,4,3,5,5,5,3,4,4,2,5,4,3,3,2,3,3,3,4,4,4,4,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,4,56,49,35,495,521,485
29,1,1,4,3,3,4,3,4,3,3,3,4,3,3,2,3,3,2,2,3,1,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,29,28,40,411,479,495
30,1,1,3,3,3,2,4,4,3,3,2,3,3,2,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,1,1,2,1,1,4,5,2,46,79,75,482,566,549
31,1,1,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,55,61,75,501,538,549
32,1,2,5,4,4,4,4,4,5,5,3,4,2,2,1,2,3,3,3,3,4,4,3,3,2,3,3,2,3,3,2,4,3,3,4,3,2,2,3,2,3,5,5,5,83,91,75,573,593,549
33,1,2,4,3,3,4,3,4,4,4,3,4,2,3,2,3,3,3,2,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,3,3,3,2,3,3,3,4,4,5,52,43,75,489,512,549
34,1,2,5,4,5,5,4,5,5,5,5,5,5,2,2,3,3,5,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,90,88,90,601,585,580
35,1,1,5,5,5,5,5,5,4,5,5,5,3,4,5,4,2,3,2,5,4,2,4,3,3,3,3,3,3,2,3,1,1,1,1,1,3,3,3,2,3,2,1,2,39,25,20,461,465,425
36,1,1,4,3,3,4,4,2,2,2,1,2,3,3,3,3,3,2,2,1,2,3,3,2,3,2,3,2,2,2,3,3,3,2,3,2,3,2,2,2,2,3,3,3,75,67,40,543,547,495
37,1,1,3,3,3,5,3,4,4,4,4,4,3,1,2,1,1,1,1,1,1,3,2,2,2,4,2,2,2,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,47,25,20,482,465,425
38,1,1,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,3,3,3,2,2,3,3,2,3,3,3,3,3,2,2,2,3,3,3,2,2,2,2,2,4,3,2,70,52,35,535,525,485
39,1,2,5,5,5,5,4,4,4,4,3,3,3,3,4,3,3,4,5,3,5,5,3,3,3,4,3,3,3,3,3,2,3,3,3,2,3,4,3,3,3,5,5,5,999,999,55,999,999,519
40,1,2,4,5,3,4,4,5,5,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,3,3,3,4,3,5,5,5,85,85,100,586,578,721
41,1,2,3,3,3,4,4,4,4,4,4,4,3,2,2,3,2,2,2,2,3,3,3,3,3,4,2,2,2,3,2,2,2,3,3,2,2,2,3,3,2,4,4,4,78,76,75,552,560,549
42,1,1,5,5,4,4,3,5,5,5,3,5,3,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,4,1,4,23,25,15,381,465,425
43,1,1,3,3,3,4,3,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,18,10,30,381,423,471
44,1,1,5,5,5,5,5,5,5,5,4,3,2,3,3,3,3,4,4,3,3,4,3,3,3,3,4,4,4,4,4,1,1,1,1,1,2,2,3,2,2,5,1,1,71,40,30,535,507,471
45,1,2,5,5,5,5,4,5,4,5,3,3,3,3,4,2,3,3,3,2,4,3,3,4,3,4,3,3,4,4,4,2,2,3,3,3,2,2,2,2,2,5,5,4,69,58,45,528,534,503
46,1,2,5,4,4,4,4,5,4,5,5,4,3,3,5,3,3,4,4,2,4,5,3,4,2,4,2,4,4,4,4,3,3,3,3,3,3,2,4,3,3,4,3,3,64,79,25,514,566,447
47,1,2,5,5,5,5,5,5,5,5,5,5,3,2,1,3,3,3,3,5,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,5,5,4,999,999,80,999,999,558
48,1,1,3,3,3,4,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,999,999,20,999,999,425
49,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,2,3,4,4,4,4,4,2,3,3,3,2,3,3,3,3,3,4,4,3,61,67,50,507,547,511
50,1,1,4,4,4,4,4,4,4,3,2,3,2,2,2,2,2,3,3,4,4,5,2,3,2,3,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,4,3,4,81,67,40,562,547,495
51,2,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,4,4,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,62,67,85,507,547,568
52,2,1,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,2,2,3,3,2,3,3,4,4,4,72,73,85,535,556,568
53,2,1,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,2,2,2,3,4,4,4,3,2,2,2,3,2,3,3,3,3,3,4,4,3,3,3,4,5,5,80,79,85,562,566,568
54,2,2,4,3,3,4,3,4,4,3,3,3,2,2,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,5,4,3,81,73,60,562,556,526
55,2,1,3,3,3,4,4,5,5,5,4,3,3,2,4,3,3,4,4,2,3,4,3,3,2,3,3,3,3,3,3,2,2,2,1,1,3,3,3,3,3,5,5,5,62,64,75,514,542,549
56,2,2,5,5,5,5,5,5,5,5,5,4,3,2,3,3,3,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,5,71,73,50,528,556,511
57,2,2,4,4,4,4,3,3,4,3,3,3,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,67,94,85,520,605,568
58,2,2,3,4,3,4,5,1,3,3,1,1,5,5,5,3,3,3,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,1,3,3,1,82,82,40,573,571,495
59,2,1,5,5,5,5,4,5,5,5,5,5,3,4,4,4,3,3,2,3,5,5,4,4,4,4,3,3,3,2,2,3,3,3,3,2,4,4,4,4,4,5,5,5,53,76,85,489,560,568
60,2,1,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,3,2,2,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,3,3,3,3,3,2,3,5,60,58,75,507,534,549
61,2,1,4,4,4,4,4,4,4,4,3,3,3,4,2,3,3,4,4,2,4,3,3,3,3,3,2,2,3,2,2,2,2,3,2,2,3,3,3,3,3,5,5,5,72,91,95,535,593,601
62,2,1,3,3,3,3,3,3,3,3,3,3,2,1,1,3,2,2,2,1,2,4,3,3,2,4,3,2,4,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,71,61,25,535,538,447
